nom;description;logo;mots_cles_b;site_web_x;tags;emplacement;Date dernier financement;Série;Montant;LinkedIn;adresse_z;Contact;Date de création;Marché;Type d'organisme
ARGOBIO;Argobio est un studio de start-up basé à Paris dédié à la transformation d'innovations de pointe en entreprises de biotechnologie de rupture. Argobio s'approvisionne en projets thérapeutiques innovants à un stade précoce auprès d'institutions de recherche;https://upload.prd.hbd.cloud.bpifrance.fr/368a4a00-0743-42bc-9f13-d8d6db8050c4;;https://www.argobiostudio.com/;;;;;;;;;;;
ARGOSIM;Outils logiciels pour la validation des systèmes embarqués temps réel;https://upload.prd.hbd.cloud.bpifrance.fr/6a96c542-a52f-47d1-b04d-8d2c9a620174;;http://argosim.com/;;;;;;;;;;;
ARHYZE;Afin de réduire les émissions de gaz à effet de serre, nous développons des projets multi-usages en partenariat long terme avec les collectivités, les industriels et les entreprises.;https://lehub.web.bpifrance.fr/static/media/LogoPlaceholder.b9385329.jpg;;https://www.arhyze.com/;;;;;;;;;;;
ARIADNEXT;"Du contrôle de document, à la signature électronique, en passant par la sécurisation de document et la gestion d'identité numérique, retrouvez toutes les solutions pour optimiser votre Onboarding client grâce à un KYC efficace. Nous basons le fondement de nos services autour de trois piliers qui sont la lutte contre la fraude, la conformité aux réglementations liées à votre activité, ainsi que l'optimisation de l'onboarding client. 

La confiance est notre crédo, l'identité est notre métier.";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/fc88ad51-b42a-43ca-83f6-2ed9612a3f36;;;;;;;;;;;;;
ARIANE TOURNEUR;En tant que réalisatrice internationale, j’accompagne les marques dans l’affinement et le déploiement de leur identité et de leur message à l’échelle mondiale. Alliant sensibilité culturelle, vision stratégique et maîtrise de tous les formats vidéo et outils de création, je les guide également lors de salons et rendez-vous stratégique à l’international, afin de présenter et valoriser leurs produits avec un impact maximal. Ma passion pour la qualité et une communication réfléchie sont au cœur de chaque projet, pour garantir une identité visuelle forte et marquante.;https://www.minalogic.com/wp-content/uploads/2025/01/logo-ariane-tourneur.jpg;;;;;;;;;"7 Allee Henri Desgrange
                                                                                                                                                    26000
                                                                                                                VALENCE";TOURNEUR Ariane                                        Gérante;2009;Non applicable;PME
ARJO SYSTEMS;Solutions d'identification électronique (e-id);https://upload.prd.hbd.cloud.bpifrance.fr/410c32cf-f293-49fc-8f35-cb0a5bbacc3a;;http://arjo-systems.com/;;;;;;;Levallois-Perret;;;;
ARK ECOSYSTEM;ARK permet à chacun, indépendamment de son objectif ou de son arrière-plan technique, d'exploiter rapidement et facilement la technologie blockchain. Nous fournissons les outils et les ressources qui permettent aux particuliers, aux développeurs et aux startups d’appliquer la technologie blockchain comme base de leurs propres projets, applications et idées.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/259a5b27-465d-4d61-9c56-56b541b30947;;https://ark.io/;;;;;;;;;;;
ARKAMYS;A leader in audio signal processing, Arkamys creates innovative software solutions for the automotive and is recognized for its expertise in 3D sound and audio rendering. The company develops innovative solutions to optimize audio quality and spatialization in car cabins. Arkamys solutions are embedded into 80 million vehicles worldwide.;https://exhibitors.ces.tech/mys_shared/CES25/logos/0013000001KYVTyAAP.png;;https://www.arkamys.com/;;;;;;https://www.linkedin.com/company/arkamys/;"53 rue Raspail Levallois-Perret, 92300
France";;;;
ARKANCE SYSTEMS FRANCE;Activités CAO, distribution de logiciels de CAO de la gamme AUTODESK et prestations de services associés. (achat de la partie activité CAO du fonds de commerce de distribution de logiciels de CAO de la gamme AUTODESK et de prestations de service associées (formation, ingénierie, maintenance) sis et exploité par la société QUADRIA).;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/c36d3857-bbcc-44aa-a165-dd3c86775c27;;https://www.arkance-systems.fr/;;;;;;;;;;;
ARKEMA;Discover Arkema's Piezotech®: electroactive polymers for printed electronics. With those materials you can transform vibrations, impacts and deformations into electrical signals to make flexible sensors or create flexible, thin and light actuators like speakers or haptic modules.;https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000oMG1RIAW.png;;https://piezotech.arkema.com/en/;;;;;;https://www.linkedin.com/showcase/arkema-electronics/;"rue henri moissan Lyon, - 69001
France";;;;
ARKEON ENERGY SYSTEMS;Arkeon Energy Systems offre des solutions et services innovants pour réduire l'impact environnemental de la production et distribution de chaleur et de froid.;https://cdn-assets.inwink.com/e3d94d99-ffd5-4dcb-a655-6f0f2cd6d139/37591814-36a3-45b9-ad96-8cf4d8526de2;['tech&planet', 'ENERGIE', 'INDUSTRIE', 'DECARBONATION', 'tech&fab', 'RSE'];Site web non disponible;['5- Global & stratégie'];Village de la décarbonation;;;;;;;;;
ARKETYP 3D;Distributeur des systèmes d'impression 3D OBJET. Nous assurons la vente , la mise en service, la formation, et le suivi technique d' équipements de prototypage rapide sur toute la France.;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/SJD4AylvM.jpg;['#impression', '#fabrication', '#imprimante', '#technologie'];http://arketyp3d.com/;;;;;;;;;;;
ARMELIO;Armélio relève avec vous vos défis autour de la réduction des coûts d'innovation, de développement et d'industrialisation de vos produits.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/064c476f-3cc3-4347-a7ca-1a08d5073901;;https://www.armelio.net/;;;;;;;Les Ulis;;;;
ARMIS;Provides retailers with online adtech based on geolocation and machine learning tools;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/HJSu1_4Pf.png;['#Information Technology'];;;;;;;;;;;;
ARMONIE SANTE;Armonie Santé develops biocides and medical devices made from 100% plant-based ingredients for the pharmaceutical industry and other sectors. Our patented biodegradable microcapsule formulations protect for up to 15 days against mosquitoes and 7 days against various pests. Available as a spray or washing machine additive.;https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nE2FSIA0.png;;https://www.armoniesante.com/;;;;;;https://www.facebook.com/NeokizAntiMoustique/?gclid=EAIaIQobChMI5drFhtKPigMVlRoGAB0N8QshEAAYASAAEgLr9fD_BwE;"3 Impasse Léon Dierx Saint Leu, - 97436
France";;;;
ARMTEK;"""Chez Armtek, nous croyons en la nécessité de repenser la façon dont les connaissances sont générées, diffusées et partagées au sein de l'industrie de défense.
En effet, dans le contexte géopolitique et économique actuel, nos forces armées et notre industrie de défense doivent faire plus, plus vite et à moindre coût.
Cette puissance supplémentaire peut être obtenue grâce à un meilleur alignement au sein des équipes, des organisations, du cycle capacitaire et finalement, de l'ensemble de la filière.
C'est pourquoi nous avons créé Armtek, la solution logicielle stratégique qui place la connaissance au cœur de l'industrie de défense""";https://www.minalogic.com/wp-content/uploads/2024/06/logo-armtek.png;;;;;;;;;"204, Avenue de Colmar
                                                                                                                                                    67100
                                                                                                                STRASBOURG";DROUILLARD Valentin                                        Président Directeur Général;2019;Défense,                                                                             Industrie du futur,                                                                             Santé;PME
ARNANO;"Conception, fabrication et vente de gravures microscopiques sur des substrats de toute nature (saphir, verre, quartz, silicium…) et de toute taille de 10 à 150 mm.
Maitrise des technologie microélectroniques de lithographie et notamment lithographie sans masque avec une résolution de 1 µm, de dépôts de couches minces Cr, Al, Au, Pt, TiN… , de gravure chimique et plasma de ces couches ainsi que de gravure profonde (Jusqu’à 300 µm) de matériaux durs (Saphir, verre…)
Fourniture de composants horlogers en série et personnalisés (phases de lune, fonds de boitiers, cadrans, platines)
Fourniture de disques d’archivage de données en saphir pour l’évènementiel, le commémoratif, la culture, l’art...
Prestations de service pour la fabrication de MOEMS";https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-arnano-0.gif;;;;;;;;;"235 rue de Corporat
                                                                                                                                                    38430
                                                                                                                MOIRANS";REY Alain                                        DIRECTEUR GENERAL;2009;Industrie du futur;PME
ARSAYO;Le sac à dos antivol;https://upload.prd.hbd.cloud.bpifrance.fr/b3924c26-500b-4ef6-968a-9c1bc1a568a8;;http://arsayo.com/;;;;;;;;;;;
ARSEN;Arsen est une solution de formation et de sensibilisation au phishing, qui s'appuie sur une simulation réaliste, un micro apprentissage et des rapports.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/933fc43b-11d4-41b8-b636-20c394f4c27d;;;;;;;;;;;;;
ARSKAN;Jeune Entreprise Innovante de la DeepTech, nous développons des technologies d'upload, de visualisation, d'exploitation et de partage de données 3D à forte volumétrie. Permettant de générer des Jumeaux Numérique Interactifs, collaboratifs et en temps réel.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/0f6ca2dc-8613-4656-b288-0b38a5ba92bc;;;;;;;;;;;;;
ARTEKO;Eko jouet (ARTEKO) développe des solutions de valorisation des jouets, quel que soit leur état. Pour cela nous mettons en place des outils et des opérations de collecte, d’animations, des partenariats… avec les collectivités, les associations et les entreprises.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/dbaca014-ebb9-43cc-a708-dee61e85effb;;https://www.ekojouet.org/;;;;;;;;;;;
ARTERIAL REMODELLING TECHNOLOGIES;ART est un innovateur de premier plan dans le domaine de la prochaine génération de BioResorbable Scaffolds (BRS) qui favorisent le remodelage naturel d'une artère blessée après une angioplastie vasculaire.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/01b02571-b101-49f2-a41e-371c448877f5;['#Medical Device', '#Life Science', '#Biotechnology'];;;;;;;;;;;;
ARTHA FRANCE;Experience vision through your skin! Artha France transforms mobility for blind individuals using AI and sensory substitution. A mini-camera on glasses captures the environment and transmits information via a haptic lumbar belt. This enables users to intuitively perceive their surroundings, redefining autonomy and safety.;https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nDp7XIAS.png;;https://www.arthafrance.com/;;;;;;https://x.com/artha_france;"56 Boulevard des Invalides (INJA) Paris, - 75007
France";;;;
ARTHIS;Arthis se consacre à l'exploitation de la puissance de la réalité augmentée pour améliorer nos expériences quotidiennes en intégrant de manière transparente des éléments de virtualité dans la réalité grâce à la géolocalisation.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/6f272704-7b5e-425f-a074-c2b80f179a23;['#Personalisation', '#Application', '#Zérodéchets'];https://www.arth.is/;;;;;;;;;;;
ARTICONNEX;Commerce de gros et de détail de bois bruts ou transformés, de matériaux de construction et de tous biens domestiques.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/0a9461ce-ee28-4837-89f8-3138260f033c;;https://www.articonnex.com/;;;;;;;;;;;
ARTICQUE;"ARTICQUE est un éditeur de référence au niveau mondial de la filière géomatique, créateur de solutions dédiées à la collecte, à l'analyse et à la communication de données localisées. 

Nos solutions permettent de visualiser mais aussi de nourrir et de piloter des bases de données stratégiques exploitables au travers de cartes et de tableaux de bord";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/289249a6-2db2-4d91-be9d-1c5d01f60986;;https://www.articque.com/;;;;;;;;;;;
ARTIPS;"Artips a 2 activités principales : 
1. Une plateforme d'apprentissage en micro-learning (capsule de 7 min/jour en adaptive et mobile learning)
=> Cours sur étagère de culture générale à destination des entreprises et des écoles ou cours sur-mesure en co-création
2 Des newsletters gratuites et addictives qui démocratisent l'accès aux savoirs pour 600 000 abonnés chaque jour : 
=> Artips sur l'histoire de l'art, Musiktips sur la musique, Sciencetips sur les sciences et Economitips sur l'économie";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/2fb307cf-1fa8-4c4d-9028-70d3ac01e998;;https://microlearning.artips.fr/;;;;;;;;;;;
ARTIST.LIVE;Réservez des prestations artistiques en quelques clics ! - artiste.live;https://upload.prd.hbd.cloud.bpifrance.fr/ef02f5d9-01a5-4a9f-8d3f-46c280be311d;;http://artist.live/;;;;;;;;;;;
ARUFOG;Association pour la Recherche et l Utilisation des Fibres optiques et de l Optique Guidée;https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-arufog-0-386x130.jpg;;;;;;;;;"18 Rue Professeur Benoît Lauras
                                                                                                                BATIMENT DES HAUTES TECHNOLOGIES
                                                                                                                42000
                                                                                                                SAINT ETIENNE";CHAMPAVERE Andre                                        PRESIDENT HONORAIRE;1986;Energie Bâtiment;Organisme de développement économique
ARVERNE GEOTHERMAL;Solutions novatrices, répondant aux contraintes techniques, et aux enjeux économiques et environnementaux, d’exploitation des géo-ressources.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/6897dd3f-2a8f-4476-bae7-9fd73d5fdbd3;;;;;;;;;;;;;
ARX CORPORATE FINANCE;Arx Corporate Finance is a leading business information intermediary for Private Equity firms, M&A and Investment Banks.;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/ryQ0x9OsM.jpg;['#finance'];http://arxcorporatefinance.com/;;;;;;;;;;;
ARX IT;"Experts en solutions géospatiales
Arx iT est une société de services informatiques spécialisée dans les Systèmes d’Informations Géographiques (SIG) et dans les systèmes de géolocalisation. Des principaux domaines d’activités sont :
- Développement & intégration de solution SIG (Esri ou open source)
- Ingénierie spatiale de la donnée (traitement, transformation, qualité, ETL, data base, etc.)
- Imagerie, télédétection Géo IA, Big data
- Formation (centre de formation certifié Qualiopi)
- Conseil, AMO. Infogérance et Tierce Maintenance Applicative,
Depuis plus de 20 ans arx iT accompagne ses clients en France, en Suisse et à l’international dans toutes les étapes de leur projets Géo Informatique.";https://www.minalogic.com/wp-content/uploads/2024/04/logo-arx-it.png;;;;;;;;;"70 Cours Tolstoï
                                                                                                                                                    69100
                                                                                                                VILLEURBANNE";BENI David                                        Fondateur & Directeur;2001;Défense,                                                                             Industrie du futur,                                                                             Mobilité,                                                                             NewSpace;PME
ARXCF;Arx Corporate Finance - Plateforme d'origine pour les banques d'affaires et fonds d'investissement;https://upload.prd.hbd.cloud.bpifrance.fr/20b029b9-4d06-4d5f-adb4-41b33be51b5a;;http://arxcf.com/;;;;;;;;;;;
ARYBALLE;Issue du CEA-Leti, Aryballe a été fondée en 2014, avec l'ambition de combiner les expertises en biochimie et semi-conducteurs de nos fondateurs pour reproduire l'odorat humain de manière fiable. Si notre siège social reste basé à Grenoble, nous avons des implantations aux États-Unis et en Corée. Nous collaborons ainsi avec les leaders mondiaux de l'automobile, de l'électroménager et des arômes et fragrances.;https://www.minalogic.com/wp-content/uploads/2021/04/aryballe-334x250.png;;;;;;;;;"3 Boulevard des Diables Bleus
                                                                                                                                                    38000
                                                                                                                GRENOBLE";ROUSSELLE Tristan                                        PDG;2014;Agro-alimentaire,                                                                             Energie Bâtiment,                                                                             Industrie du futur,                                                                             NewSpace,                                                                             Santé;PME
ARYBALLE TECHNOLOGIES;Combines biochemical sensors, advanced optics, and machine learning to collect, display and analyze odor data;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/e4d84ce4-3261-4e6d-9561-2ffb6661062e;;;;;;;;;;;;;
ASAYER;Asayer helps identify and automate high-value tests faster.;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/658558a86b604be7de10fc9d310b69b2;;;;;;;;;;;;;
ASCEND BEYOND SPACE;Ascend Beyond Space propose des solutions préventives de pointe pour la fin de mission des satellites et la réduction des débris spatiaux. Ces solutions incluent des systèmes spécialisés de passivation électrique et fluidique, des mécanismes de désorbitation basés sur la propulsion à eau, ainsi que des dispositifs d'évitement de collision. L’ensemble est complété par des services de conseil technique sur la durabilité des missions spatiales.;https://cdn-assets.inwink.com/e3d94d99-ffd5-4dcb-a655-6f0f2cd6d139/945ab4c7-559b-4456-807d-26418ba163de;['tech&space'];Site web non disponible;;French Tech Alpes;;;;;;;;;
ASCLEPIOS TECH;Asclepios Tech est une Jeune Entreprise Innovante agile, frugale, durable qui conçoit, fabrique et commercialise des solutions techniques innovantes, respectueuses de l’environnement mettant en oeuvre une technologie de photobiologie au service de la production, de la conservation, de l’amélioration et de la sécurité alimentaire pour l’agriculture, l’horticulture et l’agroalimentaire de la semence à l’assiette.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/993ba60d-46cd-4975-bddb-415fc96c1e21;;;;;;;;;;;;;
ASCORBAT - SCAN BTP;SCAN BTP : l'application d'autodiagnostic et d'accompagnement d'entreprise qui rend le conseil enfin abordable, parlant et immédiat pour les artisans peu disponibles mais qui en ont grand besoin.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/d71fae7d-8212-4655-a834-a94fdbd688a7;['#conseil', '#accompagnement', '#formation', '#organisation', '#dirigeant'];https://www.ascorbat.fr/scanbtp;;;;;;;;;;;
ASK FOR THE MOON;Q&A Platform for fast-learning industries.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/2f906d86-4f62-4ef7-9797-b06b1d6b02cb;;https://home.askforthemoon.com/;;;;;;;;;;;
ASK LOCALA (EX S4M);"S4M – Shopper Marketing Made Easy – a créé une technologie unique au monde, permettant de connecter les marques et les consommateurs tout en réconciliant le monde digital et physique. S4M s’appuie sur une plateforme permettant de générer, mesurer et optimiser en temps réel les visites incrémentales en points de vente physiques et en ligne. 

#adtech #bigdata";https://upload.prd.hbd.cloud.bpifrance.fr/5101da1f-d337-45c8-8bf4-2daad8725e3b;['#Advertising', '#Mobile', '#Marketing', '#Mobile Advertising'];https://asklocala.com/;;;;;;;;;;;
ASK MONA;Solution chatbot destinée aux institutions culturelles, offices de tourisme et collectivités territoriales, leur permettant de répondre aux questions fréquentes des visiteurs ou de proposer une expérience de visite interactive.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/8045533c-986a-43e4-9d02-74c2e553f11d;;https://studio.askmona.fr/;;;;;;;;;;;
ASKHUB;AskHub is an expert in Natural Language Processing (NLP) and develops AI-driven solutions to improve companies customer service;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/329aadbc9a2136abe3fe255bab658c0d;;https://www.askhub.io/;;;;;;;;;;;
ASKR.AI;Chat with your data! Accéder à vos données vous fait perdre trop de temps ? Avec votre data-assistant personnel, une simple question suffit.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/b100668f-487c-4864-8994-26d54cd6d7dc;;;;;;;;;;;;;
ASNE ARCHITECTURE;Architecture d'Asné | Rénover - Réconvertir - Réhabiliter;https://upload.prd.hbd.cloud.bpifrance.fr/80149474-e805-408c-b003-fcb32b0af935;;http://asne-architecture.com/;;;;;;;;;;;
ASSOCONNECT;AssoConnect donne au secteur associatif des leviers d’action pour réaliser ses ambitions. Son logiciel de gestion met fin au quotidien administratif artisanal des responsables d’associations et leur permet de se recentrer sur leur cœur d’activité. C’est le seul outil capable d’adresser simplement l’ensemble des tâches quotidiennes de toutes les associations : CRM, comptabilité, collecte de paiements, création de site internet, etc.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/57ceb5a3-5775-4137-a523-c9249348c403;;https://www.assoconnect.com/;;;;;;;;;;;
ASSURONE GROUP;Insurtech est spécialisé dans la distribution d'assurances pour les courtiers et partenaires prestigieux;https://upload.prd.hbd.cloud.bpifrance.fr/ead4b141-89b5-4e9a-b47a-8e6fa7b53530;;http://www.assurone.com/;;;;;;;;;;;
ASSURUP;Developing an insurance solution designed for start-up;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/13297a55-20af-4578-a177-d5ed6538658b;;;;;;;;;;;;;
ASTER;Offre un outil d'assistant intelligent pour une meilleure gestion du temps et une meilleure communication;https://upload.prd.hbd.cloud.bpifrance.fr/b131c680-482c-41d9-a1c7-3087a00fd2a3;;https://asterapp.co/;;;;;;;;;;;
ASTERION VR;"Conception de logiciels et de matériels (Virtual CQB ModulMaze) XR Technologies (Réalité Virtuelle, Réalité Augmentée...) pour l'entrainement des Forces Spéciales Polices et des Armées. Développement de systèmes de Tracking de position hybridés pour la VR et de systèmes d'intelligence Artificielle émotionnelle EAI pour les environnements de Simulation. Département Entertainment, produits ""VR Maze"" développé avec UBISOFT et distribué sous licence par TRIOTECH Canada.";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/9c8a0ca8-db31-4206-86f6-98d91b9dd65f;;http://www.asterionvr.com/;;;;;;;;;;;
ASTON ITF;Logiciel SaaS de Credit Management et de recouvrement pour les entreprises et Plateforme SaaS de financement à la facture et de e-dailly pour les Banques et Factors.;https://upload.prd.hbd.cloud.bpifrance.fr/da7ab95b-fe79-4b40-9c97-4046fe48f637;;;;;;;;;;;;;
ASTON ITRADE FINANCE;Développeur de solutions de financement du commerce;https://upload.prd.hbd.cloud.bpifrance.fr/a7ca85b8-2c4b-4778-8a55-5bf2b9d809f1;;http://www.astonitradefinance.com/;;;;;;;;;;;
ASTRAN;Confidential Data Cloud;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/6ff9255e-1ee5-4305-8b71-dc953f782659;;;;;;;;;;;;;
ASTREE SOFTWARE;Acteur indépendant français de l’industrie du futur et éditeur de logiciel MES, Astrée Software se démarque par son agilité et sa forte capacité à innover. Son logiciel MES Aquiweb est conçu pour les opérateurs et fait gagner au moins 2h par jour aux managers, leur permettant de se consacrer à l’animation plutôt qu’à la collecte et la consolidation des données de production.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/9c380431-a7fd-4106-b787-515bed227384;;;;;;;;;;;;;
ASTRIIS;"ASTRIIS développe et commercialise une solution de maintenance prédictive. 
La solution repose l'analyse automatique des vibrations des systèmes industrielles pour identifier les défauts avant la panne. La panne peut ainsi être évitée ce qui réduit les risques humains et environnementaux, le besoin en pièces détachées et améliore le temps de disponibilité des équipements.";https://cdn-assets.inwink.com/e3d94d99-ffd5-4dcb-a655-6f0f2cd6d139/a87d11b3-5af4-4f18-8b14-ecdd7e6bb58a;['tech&planet', 'ENERGIE', 'tech&fab', 'ENTREPRENEURIAT/STARTUP', 'PERFORMANCE / CROISSANCE'];Site web non disponible;;Emplacement non spécifié;;;;;;;;;
ASTRÉE SOFTWARE;"Editeur de logiciel MES, Astrée Software a une vision différente des projets informatiques : ils doivent être simples et rapides, c'est son engagement majeur.
Par sa simplicité d’utilisation et de mise en œuvre, son Iogiciel MES AquiWEB aide les industriels dans leurs démarches d‘amélioration continue : suivi de production, TRS, TPM, dématérialisation des OFs, autocontrôles, automaintenance, SMED, 58, management visuel, …
Son engagement et sa qualité de service font qu’Astrée Software est labellisée Entreprise Numérique Responsable (ENR) depuis 2013.
Astrée Software se démarque par sa forte capacité à innover. Elle positionne depuis toujours ses valeurs fondatrices d’innovation et de simplicité au cœur de son développement et de sa relation clients.
Ces valeurs se déclinent dans son Iogiciel, dans les méthodes agiles utilisées depuis toujours mais aussi dans ses modes de commercialisation. Ces derniers visent un seul objectif : réduire les coûts de la solution pour un retour sur investissement rapide.
Astrée Software a été fondée par des experts reconnus sur le marché, elle réalise plus de 40% de croissance annuelle. Son équipe (80% d’ingénieurs et 29 ans de moyenne d’âge) a le sens du service, le goût du travail bien fait et une farouche envie d’innover en toute simplicité.";https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-astree-software-0-333x250.png;;;;;;;;;"PARC DE METROTECH
                                                                                                                BATIMENT 15
                                                                                                                42650
                                                                                                                SAINT-JEAN BONNEFOND";LYANT Damien                                        Directeur Général;2011;Agro-alimentaire,                                                                             Industrie du futur,                                                                             Santé;PME
ASTUCORP;Astucorp - révolution numérique dans le domaine de la santé;https://upload.prd.hbd.cloud.bpifrance.fr/f8c202df-c002-47bc-9fd6-5800859941bd;;http://astucorp.com/;;;;;;;;;;;
ASYGN;Conception de circuits analogiques et radio fréquence (capteurs, imagerie, télécom);https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-asygn-1-333x250.png;;;;;;;;;"1 Place Firmin Gautier
                                                                                                                                                    38000
                                                                                                                GRENOBLE";SAIAS Daniel                                        Co-Founder;2008;Défense,                                                                             Industrie du futur,                                                                             Mobilité,                                                                             NewSpace;PME
ASYSTOM;Asystom est une startup spécialisée dans le développement de solutions associant capteurs et intelligence embarquée pour prévenir les pannes d’équipements industriels. Le produit que nous avons conçu est capable de prendre l'empreinte « digitale » de fonctionnement d'une machine pour en prédire le dysfonctionnement.;https://upload.prd.hbd.cloud.bpifrance.fr/6a01d5cb-bfb7-4595-ab1b-4d9879e949ff;;https://www.asystom.com/fr/accueil/;;;;;;;;;;;
ATAWEY;"Atawey conçoit et fabrique des systèmes clés en main de stockage d’énergie pour l'autonomie énergétique des sites isolés et des stations de recharge hydrogène pour véhicules.

#cleantech";https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/4306691fe6c00f85f9bde11d465c459d;;http://atawey.com/;;;;;;;;;;;
ATCHOUM;Atchoum est un site web et une application médicale réalisée par un interne en Médecine. Gratuit et indépendant vous y trouverez pleins de choses via le partage;https://upload.prd.hbd.cloud.bpifrance.fr/17a5970e-f157-49f5-9270-ec3e00ac1024;;http://atchoum.org/;;;;;;;;;;;
ATELIER DES LUMIÈRES;Situé entre Bastille et Nation, dans une ancienne fonderie du XIe arrondissement parisien, l'Atelier des lumières propose des expositions immersives monumentales. Avec 140 vidéoprojecteurs et une sonorisation spatialisée, cet équipement multimédia unique en son genre épousera 3 300 m2 de surfaces, du sol au plafond, avec des murs s’élevant jusqu’à 10 mètres.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/1172511a-badb-4fd0-8bda-af86abc8ee23;;https://www.atelier-lumieres.com/fr/home;;;;;;;;;;;
ATELIER MÉRIGUET-CARRÈRE;"L’Atelier Mériguet-Carrère, créé en 1960 par Paul Mériguet, réalise et restaure les plus beaux décors de peinture et dorure du monde. Il est l’héritier des traditions du XVIIe siècle.

Décor marbre ou bois en trompe l’œil, peinture décorative, travail du cuir gaufré et doré, dorure sur boiserie, le savoir-faire de ses compagnons est issu de la transmission d’homme à homme des secrets ancestraux des métiers de peintre et de doreur.";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/8738a447-1de2-4557-8887-c2cfd93a8fbf;;http://ateliermeriguet.fr/;;;;;;;;;;;
ATELIER XYZ;XYZ;https://upload.prd.hbd.cloud.bpifrance.fr/f6d98c57-194a-4c49-afa9-0a08d7516bd9;;http://atelierxyz.info/;;;;;;;;;;;
ATELIERS DE FRANCE (MÉRIGUET-CARRÈRE);Groupe international au service de la restauration du patrimoine et de la réalisation de projets d'exception;https://upload.prd.hbd.cloud.bpifrance.fr/aef6af71-24f7-42a1-8d70-756df212f33c.png;;http://;;;;;;;;;;;
ATEMPO;Atempo data management solutions preserve data ecosystems for mid-sized and corporate organizations. Atempo protects endpoints, applications, servers and large storages.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/a8e99e19-8b33-474f-9f31-dd80abc20fe3;;https://www.atempo.com/;;;;;;;;;;;
ATEMPO.WOOXO GROUP;Membre d’Hexatrust et de Cybermalveillance.gouv.fr, Atempo.Wooxo fait partie du programme Alumni FrenchTech 120. Fervent défenseur de la souveraineté numérique européenne, le groupe s’engage auprès des dispositifs tels que ECA, Club IT 50+. Nos solutions, développées et supportées en France sont labellisées « Utilisé par les Armées Françaises », « France Cybersecurity » et permettent de sauvegarder, archiver, déplacer et restaurer les données critiques de milliers d’entreprises dans le monde.;https://upload.prd.hbd.cloud.bpifrance.fr/e415b856-abc9-4116-b3db-fa78e01dd10a.png;;;;;;;;;;;;;
ATHANA;Athana develops and markets innovative thermotherapy solutions for women, such as Héra, Moona, and Luna. These are natural and non-invasive alternatives designed to relieve chronic pain and discomfort experienced by women.;https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000iBlFBIA0.png;;https://athana.shop/en;;;;;;https://www.linkedin.com/company/79947741/admin/dashboard/;"87 rue Saint Aubert ARRAS, - 62000
France";;;;
