nom,SIREN,Date de création,Denomination légale,Denomination usuelle,Activité principale,Tranche effectifs,Catégorie entreprise,État administratif
ECOTREE,802165704,2014-06-01,ECOTREE,Non disponible,74.90B,21,PME,Non disponible
ECOTROPY,818082398,2016-02-01,ECOTROPY,Non disponible,62.01Z,02,PME,Non disponible
ECOV,484615265,2005-10-19,ECOV,Non disponible,70.22Z,Non disponible,PME,Non disponible
ECOVADIS,497842914,2007-04-27,ECOVADIS,ECOVADIS,70.22Z,22,ETI,Non disponible
ECOVAMED,895328433,2021-03-16,ECOVAMED,Non disponible,82.99Z,01,PME,Non disponible
ECOVÉLO,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ECRIN SYSTEMS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ECTOR,528366669,2010-11-15,ECTOR,Non disponible,68.20B,Non disponible,Non disponible,Non disponible
EDDS DESIGN,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EDEIS,444649537,2002-12-26,EDEIS INGENIERIE,Non disponible,71.12B,32,ETI,Non disponible
EDEVICE,431264688,2000-04-01,EDEVICE,Non disponible,61.20Z,12,PME,Non disponible
EDF-DTG,912336377,2022-04-06,DTG,Non disponible,70.22Z,01,PME,Non disponible
EDFLEX,818642134,2015-09-01,EDFLEX,Non disponible,62.01Z,21,PME,Non disponible
EDICIA,453082422,2004-01-02,EDICIA,Non disponible,73.12Z,Non disponible,Non disponible,Non disponible
EDIT-PLACE,521287193,2010-01-01,EDIT-PLACE,EDIT-PLACE,58.14Z,Non disponible,Non disponible,Non disponible
EDITAG,498063510,2007-05-03,EDITAG,Non disponible,26.11Z,11,PME,Non disponible
EDIXIA AUTOMATION,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EDOKI ACADEMY,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EDUCLEVER,432623429,2000-08-02,EDUCLEVER,EXAM ECOLE.FR LYCEE.FR MAXICOURS.COM,59.11C,12,GE,Non disponible
EDUSIGN,882064165,2020-02-19,EDUSIGN,Non disponible,62.02A,12,PME,Non disponible
EDXACT,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EDZO,838310167,2018-04-15,EDZO & CO,Non disponible,68.20B,Non disponible,Non disponible,Non disponible
EEL ENERGY,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EENUEE,878892439,2019-11-12,EENUEE,Non disponible,71.12B,01,PME,Non disponible
EFELYA,834227712,2017-12-07,EFELYA,Non disponible,62.01Z,01,PME,Non disponible
EFFICIENTIP,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EFFIDENCE,510031958,2009-01-19,EFFIDENCE,Non disponible,62.01Z,12,PME,Non disponible
EFFIMUNE SAS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EFIELD,912424488,2021-11-30,EFIELD (USA) INC,Non disponible,47.91A,Non disponible,PME,Non disponible
EFISCIA,891590978,2020-11-27,EFISCIA,Non disponible,62.01Z,00,PME,Non disponible
EGERIE,834074809,2016-09-28,EGERIE,Non disponible,90.02Z,Non disponible,Non disponible,Non disponible
EGERIE SOFTWARE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EGREEN,751465089,2012-05-02,EGREEN,Non disponible,62.01Z,11,PME,Non disponible
EHTRACE,817471501,2015-12-22,EHTRACE,Non disponible,62.01Z,11,PME,Non disponible
EIKOSIM,822231981,2016-07-27,EIKOSIM,Non disponible,58.29C,11,PME,Non disponible
EISOX,818436610,2016-02-02,EISOX R ET D,Non disponible,26.20Z,11,PME,Non disponible
EITA CONSULTING,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EIVER (SAVECODE),Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EJUST,813889516,2015-09-01,EJUST,Non disponible,70.22Z,Non disponible,PME,Non disponible
EKINOPS,444829592,2003-01-03,EKINOPS,Non disponible,26.30Z,21,ETI,Non disponible
EKOSEA,813980596,2015-10-06,EKOSEA,Non disponible,82.99Z,Non disponible,PME,Non disponible
EKTACOM,433625845,2000-11-17,EKTACOM,Non disponible,58.29C,11,PME,Non disponible
EKWATEUR,814450151,2015-10-01,EKWATEUR,Non disponible,35.14Z,22,ETI,Non disponible
EKYLIBRE,808534283,2014-11-20,EKYLIBRE,Non disponible,62.01Z,03,PME,Non disponible
ELAMP,814091260,2015-09-30,ELAMP,Non disponible,74.90B,11,PME,Non disponible
ELCIMAI,431833797,2000-05-25,ELCIMAI OUEST,Non disponible,71.12B,Non disponible,Non disponible,Non disponible
ELDORADO,402569024,1995-10-01,ELDORADO,Non disponible,46.49Z,Non disponible,PME,Non disponible
ELDOTRAVO,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ELECTRIC VISIONARY AIRCRAFTS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ELEMCA,790447866,2012-12-07,ELEMCA,Non disponible,71.20B,11,PME,Non disponible
ELETHIC,977816008,2023-06-23,ELETHIC,Non disponible,71.12B,Non disponible,Non disponible,Non disponible
ELEVO,824459739,2016-12-12,ELEVO,Non disponible,63.11Z,12,PME,Non disponible
ELHYTE,337959969,1986-06-01,ELHYTE,Non disponible,68.20B,Non disponible,Non disponible,Non disponible
ELICHENS,808194138,2014-11-23,ELICHENS,Non disponible,72.19Z,12,PME,Non disponible
ELICITYL,442055893,2002-04-11,ELICITYL,Non disponible,72.11Z,11,PME,Non disponible
ELIGA,802064840,2014-06-01,ELIGA,Non disponible,62.01Z,Non disponible,Non disponible,Non disponible
ELIOZ,815211016,2015-12-01,ELIOZ,Non disponible,82.20Z,21,PME,Non disponible
ELISE TECHNOLOGIES,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ELITE,342376282,1987-09-23,ELITE,Non disponible,67.2Z,Non disponible,Non disponible,Non disponible
ELIUM,380068494,1990-11-20,ELIUM,Non disponible,51.6J,Non disponible,Non disponible,Non disponible
ELIUMSTUDIO,448879205,2003-06-02,ELIUMSTUDIO,Non disponible,74.10Z,03,PME,Non disponible
ELIXIR AIRCRAFT,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ELIXIS CORPORATION,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ELOGEN,413598558,1997-08-01,ELOGEN,Non disponible,72.19Z,21,ETI,Non disponible
ELOW,982020463,2023-11-16,ELOW,Non disponible,70.21Z,Non disponible,Non disponible,Non disponible
ELPACK PHAREL,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ELPER,884745696,2020-06-24,ELPER,Non disponible,88.10A,03,PME,Non disponible
ELSALYS BIOTECH,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ELYSE ENERGY,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EMAP CONSULTING,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EMASOFTS,818408726,2016-02-01,EMASOFTS,Non disponible,62.01Z,01,PME,Non disponible
EMBIPACK,918955477,2022-08-18,EMBIPACK CENTRE EST SAS,Non disponible,38.32Z,Non disponible,PME,Non disponible
EMBLEEMA FRANCE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EMBLOCK,844905471,2018-12-10,EMBLOCK,Non disponible,62.01Z,01,PME,Non disponible
EMBODME,843725714,2018-11-05,EMBODME,Non disponible,26.40Z,03,PME,Non disponible
EMERGENCE THERAPEUTICS FRANCE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EMG2,414070011,1997-11-03,EMG2,Non disponible,46.52Z,02,PME,Non disponible
EMIOTA,794254474,2013-07-15,EMIOTA,Non disponible,62.01Z,Non disponible,PME,Non disponible
EMISSIVE,485080733,2005-11-03,EMISSIVE,Non disponible,62.01Z,12,PME,Non disponible
EMOTION TECH,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EMOTIVE MUSIK,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EMOVA,451238596,2003-12-09,EMOVA,Non disponible,82.99Z,Non disponible,Non disponible,Non disponible
EMPOWILL,851769315,2019-06-17,EMPOWILL,Non disponible,70.22Z,11,PME,Non disponible
EMPREINTE.COM,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EMSPROTO,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EMULATION AND VERIFICATION ENGINEERING,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EMVISTA,837539923,2018-02-03,EMVISTA,Non disponible,62.01Z,03,PME,Non disponible
ENCHANTED TOOLS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ENDER OCEAN,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ENEDIS,444608442,2002-12-18,ENEDIS,Non disponible,35.13Z,53,GE,Non disponible
ENERBEE,800938920,2014-02-28,ENERBEE,Non disponible,74.90B,00,PME,Non disponible
ENERBEE TECHNOLOGY,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ENERFIP,804231546,2014-07-13,ENERFIP,Non disponible,70.22Z,11,PME,Non disponible
ENERFOX,843501180,2018-11-01,ENERFOX,Non disponible,71.12B,11,PME,Non disponible
ENERGIE IP,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ENERGIENCY,792639098,2013-04-08,ENERGIENCY,Non disponible,58.29C,12,PME,Non disponible
ENERGISME,452659782,2004-03-12,ENERGISME,Non disponible,58.29C,21,PME,Non disponible
ENERTIME,502718760,2008-03-01,ENERTIME,Non disponible,28.11Z,12,PME,Non disponible
ENKEL SENSORS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ENLAPS,813731262,2015-09-15,ENLAPS,Non disponible,26.40Z,12,PME,Non disponible
ENNEA GROUPE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ENOBRAQ,814626461,2015-10-30,ENOBRAQ,Non disponible,74.90B,Non disponible,PME,Non disponible
ENOGRID,844609115,2018-12-10,ENOGRID,Non disponible,58.29C,11,PME,Non disponible
ENOPTEA,804634871,2014-09-16,ENOPTEA,Non disponible,58.29C,12,PME,Non disponible
ENOVANCE,501847313,2008-01-08,ENOVANCE,Non disponible,62.02A,12,GE,Non disponible
ENOVASENSE,791516578,2013-02-21,ENOVASENSE,Non disponible,71.12B,03,PME,Non disponible
ENR'J SOLAIRE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ENTENT,834504862,2018-01-09,ENTENT,Non disponible,72.19Z,03,PME,Non disponible
ENTEROME,508580289,2008-10-10,ENTEROME,Non disponible,72.11Z,21,PME,Non disponible
ENTOMO FARM,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ENTR'UP,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ENTREPAIRS,534250311,2011-08-02,SCI ENTREPAIRS,Non disponible,68.20B,Non disponible,Non disponible,Non disponible
ENTREPRENEUR.FR,538739830,2011-12-22,ENTREPRENEUR.FR,Non disponible,70.22Z,01,PME,Non disponible
ENTROPY,843944497,2018-11-06,ENTROPY,Non disponible,43.22B,11,PME,Non disponible
ENTROPYSOFT,481141083,2005-02-14,ENTROPYSOFT,Non disponible,62.02A,Non disponible,Non disponible,Non disponible
ENWIRES,819431834,2016-03-31,ENWIRES,Non disponible,72.19Z,01,PME,Non disponible
ENYO PHARMA,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ENYX,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EP (ENERGIE PERSPECTIVE),Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EP TENDER,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EPAAS.IO,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EPACK HYGIENE (CHR NUMÉRIQUE),Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EPAWN,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EPHYLA SAS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EPICEA,432947414,2000-10-18,EPICEA,Non disponible,47.61Z,Non disponible,Non disponible,Non disponible
EPICERY,820981330,2016-06-01,EPICERY,Non disponible,47.91A,21,GE,Non disponible
EPIDERM,813201118,2015-07-30,EPIDERM,Non disponible,62.01Z,Non disponible,Non disponible,Non disponible
EPIDHERM,883237034,2020-05-11,EPIDHERM,Non disponible,62.01Z,11,PME,Non disponible
EPILAB,890030117,2020-10-14,EPILAB,Non disponible,72.11Z,11,PME,Non disponible
EPMI,830517231,2017-06-01,SASU EPMI,Non disponible,41.20A,03,PME,Non disponible
EPROVENANCE,509630315,2008-12-23,EPROVENANCE FRANCE,Non disponible,47.59B,01,PME,Non disponible
EPSEED,922750237,2022-12-15,EPSEED,Non disponible,62.01Z,Non disponible,PME,Non disponible
EPSOR,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EPTICA,438993966,2001-08-01,EPTICA,Non disponible,58.29C,12,PME,Non disponible
EQINOV,531883403,2011-04-15,EQINOV CONSEIL ET FINANCEMENT,Non disponible,70.22Z,Non disponible,Non disponible,Non disponible
EQUALLY WORK,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EQUANS,775747769,1900-01-01,EQUANS,Non disponible,28.29B,Non disponible,PME,Non disponible
EQUITEASY,749984571,2011-01-16,EQUITEASY,Non disponible,94.99Z,Non disponible,Non disponible,Non disponible
ERANOVE,450425277,2003-09-30,ERANOVE,Non disponible,70.22Z,12,ETI,Non disponible
ERGOSANTE TECHNOLOGIE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ERGOSUP,521588236,2010-03-10,ERGOSUP,Non disponible,71.12B,11,PME,Non disponible
ERIC BOMPARD,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ERIUM,833264922,2017-11-01,ERIUM,Non disponible,70.22Z,12,PME,Non disponible
ERMA ENERGY,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ERMEO,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ERPRO 3D FACTORY,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ERPRO GROUP,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ESCAPAD,511796328,2009-04-08,ESCAPAD',ESCAPAD',88.10A,Non disponible,Non disponible,Non disponible
ESPRITSCOLLABORATIFS,808490668,2015-01-05,ESPRITSCOLLABORATIFS,Non disponible,70.22Z,11,PME,Non disponible
ESRF - ILL,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ESTAMPILLE,384721023,1992-02-19,ESTAMPILLE,Non disponible,74.1G,Non disponible,Non disponible,Non disponible
ESTIMEO,824602528,2017-01-02,ESTIMEO,Non disponible,70.22Z,03,PME,Non disponible
ETABLISSEMENTS PENNACCHIOTTI,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ETHIKIS,828520874,2017-03-09,ETHIKIS AD CIVIS,Non disponible,70.22Z,02,PME,Non disponible
ETHIQAIS,925151714,2024-03-01,ETHIQAIS,Non disponible,58.29C,Non disponible,Non disponible,Non disponible
ETHYPHARM,311999833,1978-01-01,ETHYPHARM,Non disponible,21.20Z,41,ETI,Non disponible
EUCLYDE,813407855,2015-07-27,EUCLYDE,Non disponible,64.20Z,Non disponible,PME,Non disponible
EUKLES,445126428,2003-01-22,EUKLES,Non disponible,72.2A,Non disponible,Non disponible,Non disponible
EUMETRYS,789290889,2012-11-15,EUMETRYS,Non disponible,33.20D,11,PME,Non disponible
EURATECHNOLOGIES,538862277,2012-01-01,EURATECHNOLOGIES,Non disponible,70.22Z,12,ETI,Non disponible
EUREKA,499722247,2007-09-03,EUREKA,Non disponible,43.34Z,Non disponible,PME,Non disponible
EURIS SAS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EURO COMMUNICATION EQUIPEMENT SAS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EUROFINS EAG,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EURONEXT,453314049,2004-04-01,EURONEXT GROUPE,Non disponible,47.99B,Non disponible,PME,Non disponible
EUROS / AGENCY GROUP,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EUROSTEP DIGITAL,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EUROSX,953987005,2023-06-23,EUROSX,Non disponible,64.99Z,Non disponible,Non disponible,Non disponible
EUVEKA,534166038,2011-08-02,EUVEKA,Non disponible,71.12B,03,PME,Non disponible
EVA ENGINES,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EVADERIS,804395630,2014-09-05,EVADERIS,Non disponible,26.11Z,Non disponible,PME,Non disponible
EVALDEPOL,831737598,2017-08-31,EVALDEPOL,Non disponible,74.90B,01,PME,Non disponible
EVAMED,483206066,2005-07-01,EVAMED,EVAMED - EVE MEDIMETRIE - EVATECH,82.99Z,12,PME,Non disponible
EVANEOS,513191122,2009-06-17,EVANEOS,Non disponible,63.12Z,22,PME,Non disponible
EVAVEO,822798344,2016-09-20,EVAVEO,Non disponible,62.02A,02,PME,Non disponible
EVENT-CORNER,909238222,2022-01-14,EVENT CORNER,Non disponible,93.29Z,Non disponible,PME,Non disponible
EVENTDRIVE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EVENTMAKER.IO,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EVEON,509675039,2008-12-18,EVEON,Non disponible,72.19Z,12,PME,Non disponible
EVERBLIX,812595726,2015-07-20,EVERBLIX,Non disponible,62.01Z,03,PME,Non disponible
EVERCONTACT,810706838,2015-04-03,EVERCONTACT,Non disponible,62.01Z,Non disponible,PME,Non disponible
EVERGLOW,935392084,2024-11-14,EVERGLOW,Non disponible,46.90Z,Non disponible,Non disponible,Non disponible
EVERLIA,818222788,2016-01-07,EVERLIA,Non disponible,25.11Z,01,PME,Non disponible
EVERMAPS,494343411,2007-02-12,EVERMAPS,Non disponible,73.11Z,12,PME,Non disponible
EVERTREE,818470817,2016-02-15,EVERTREE,Non disponible,20.59Z,11,GE,Non disponible
EVERTRUST,829602598,2017-03-20,EVERTRUST,Non disponible,62.02A,11,PME,Non disponible
EVERYSENS,808684443,2015-01-01,EVERYSENS,Non disponible,62.01Z,12,PME,Non disponible
EVIDENCEB,831042148,2017-06-23,EVIDENCEB,Non disponible,62.01Z,12,PME,Non disponible
EVOK DESIGN,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EVOLLIS,530612571,2011-02-21,EVOLLIS,Non disponible,62.01Z,12,PME,Non disponible
EVOLUCARE,519018816,2010-01-01,EVOLUCARE TECHNOLOGIES,Non disponible,62.03Z,31,ETI,Non disponible
EVOLUTION ENERGIE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EVONEXT,903306918,2021-09-14,EVONEXT,Non disponible,46.90Z,Non disponible,PME,Non disponible
EVOSENS,852707900,2019-07-16,EVOSENS,Non disponible,70.22Z,Non disponible,PME,Non disponible
EWATTCH,750606246,2012-01-01,EWATTCH,Non disponible,74.90B,12,PME,Non disponible
EXAGAN,801418245,2014-03-31,EXAGAN,Non disponible,72.19Z,00,GE,Non disponible
EXALT3D,812329837,2015-06-12,EXALT3D,Non disponible,62.01Z,Non disponible,PME,Non disponible
EXAMIN,852305093,2019-07-05,EXAMIN,Non disponible,58.29C,03,PME,Non disponible
EXANODIA,979122645,2023-09-01,EXANODIA,Non disponible,74.90B,Non disponible,Non disponible,Non disponible
EXAPROBE,440734887,2002-02-15,EXAPROBE,Non disponible,46.51Z,31,ETI,Non disponible
EXAQT WORLD,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EXCELCAR,809199276,2015-01-01,EXCELCAR,Non disponible,71.12B,02,PME,Non disponible
EXCELLERIA,949206882,2023-02-20,EXCELLERIA,Non disponible,70.22Z,Non disponible,Non disponible,Non disponible
EXELIOM BIOSCIENCES,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EXHAUSS (L'AIGLE),Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EXO PLATFORM,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EXO-DEV,909832552,2022-01-27,EXO-DEV,Non disponible,62.01Z,03,PME,Non disponible
EXOTEC SOLUTIONS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EXOTRAIL,831241179,2017-08-01,EXOTRAIL,Non disponible,74.90B,21,PME,Non disponible
EXPEN,753470376,2012-09-01,EXPEN,Non disponible,69.20Z,Non disponible,PME,Non disponible
EXPENSYA,810794610,2015-04-10,EXPENSYA,Non disponible,62.01Z,21,PME,Non disponible
EXPERT TELEPORTATION,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EXPERTAIDE,848790689,2019-02-15,EXPERTAIDE,Non disponible,88.99B,11,PME,Non disponible
EXPERTISE VISION,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EXPLEE,788632867,2012-08-02,EXPLEE,Non disponible,62.01Z,Non disponible,PME,Non disponible
EXPLOR,392761474,1993-10-25,EXPLOR,Non disponible,46.90Z,Non disponible,Non disponible,Non disponible
EXPLORA PROJECT,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EXPLORAMA,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EXPLORE,414920397,1997-12-19,EXPLORE,Non disponible,73.20Z,Non disponible,Non disponible,Non disponible
EXPREZIS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EXPWAY,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EXTERNEED,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EXTERNIS,439928854,2001-11-20,EXTERNIS,Non disponible,58.29C,11,PME,Non disponible
EXXA,424107332,1998-11-10,EXXA,Non disponible,94.99Z,Non disponible,Non disponible,Non disponible
EXYTE FRANCE,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EYE4NIR,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EYEGAUGE,881213532,2020-02-01,EYEGAUGE,Non disponible,58.29C,01,PME,Non disponible
EYEKA,488120916,2006-01-11,EYEKA,Non disponible,82.99Z,11,PME,Non disponible
EYELIGHTS,819514118,2016-04-05,EYELIGHTS,Non disponible,26.40Z,11,PME,Non disponible
EYES'R,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EYESEE,513299388,2009-06-19,EYESEE,Non disponible,59.11B,02,PME,Non disponible
EYESEE INVENTORY DRONE SOLUTIONS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EYEVENSYS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EYWA VISION,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EZ-WHEEL,518704887,2009-11-24,EZ WHEEL,Non disponible,27.11Z,11,PME,Non disponible
EZAKUS,533815718,2011-08-08,EZAKUS,Non disponible,62.01Z,Non disponible,PME,Non disponible
EZEE WORLD,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
EZUS,847969979,2018-12-31,EZUS,Non disponible,70.10Z,02,PME,Non disponible
F2FMARKET,877988741,2019-09-01,F2FMARKET,Non disponible,62.01Z,02,PME,Non disponible
F3DF,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
FAB PHARMA,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
FABCO (DAPPY),Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
FABLAB ORLEANAIS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
FABRIQ,851998476,2019-06-21,FABRIQ,Non disponible,58.29C,12,PME,Non disponible
FABULOUS 3D,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
FABZAT,791418387,2013-02-25,FABZAT,Non disponible,62.01Z,Non disponible,Non disponible,Non disponible
FACEPOINT,833767452,2017-11-27,FACEPOINT,Non disponible,70.22Z,11,GE,Non disponible
FACNOTE,813779691,2015-09-15,FACNOTE,Non disponible,62.01Z,03,PME,Non disponible
FACT,817606304,2016-01-18,FACT,Non disponible,28.22Z,02,PME,Non disponible
FACTONICS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
FACTOR-Y,844587642,2018-12-04,FACTOR-Y,Non disponible,71.12B,00,PME,Non disponible
FACTORYZ,827497314,2017-01-21,FACTORYZ,Non disponible,58.29C,11,PME,Non disponible
FAIR & SMART,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
FAIR VISION,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
FAIRJUNGLE,829964196,2017-05-29,FAIRJUNGLE,Non disponible,62.01Z,12,PME,Non disponible
FAIRME,888970837,2020-09-14,FAIRME,Non disponible,72.19Z,03,PME,Non disponible
FAIRMONEY,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
