title,description,address,logo_url,url
IDENTIBAT,"Identibat, la carte d'identité de votre bien immobilier","2 Rue Charles Lemaire, Saint-Quentin",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/iconslogo_identibatok2_copie_0.jpg,https://lespepitestech.com/startup-de-la-french-tech/identibat
MAISON CONTEMPORAIN,Market-place et galerie d'art en ligne,43 Rue de Montmorency,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-maison-contemporain_2.jpg,https://lespepitestech.com/startup-de-la-french-tech/maison-contemporain
L&K STUDIOS,Nabook c'est la plateforme de lecture 100% jeunesse.,"38 Rue des Jeuneurs, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logonabook.png,https://lespepitestech.com/startup-de-la-french-tech/lk-studios
SLICE APP,Slice facilite la mise en relation de joueurs et joueuses de tennis par la gratification.,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/slice_logo_final.png,https://lespepitestech.com/startup-de-la-french-tech/slice-app
GOJEE,LegalTech offrant aux entrepreneurs une solution digitale ultra simplifiée de création et modification d’entreprise,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/gojee_logo_couleur_2000.png,https://lespepitestech.com/startup-de-la-french-tech/gojee
PICTOWIN,"la French apps au plus proche de vous, qui valorise votre quotidien !","8 Rue Pavée, Bussy-Saint-Georges",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/1_copie.png,https://lespepitestech.com/startup-de-la-french-tech/pictowin
GUSTANT,"Livraison de produits ultra locaux, à domicile et aux restaurateurs à Paris.","45 Rue de Babylone, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/favicon_13.png,https://lespepitestech.com/startup-de-la-french-tech/gustant
DIGITALEO,La plateforme qui simplifie le marketing local,"20 Avenue Jules Maniez, Rennes",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-digitaleo-hd-bleu.jpg,https://lespepitestech.com/startup-de-la-french-tech/digitaleo
WIDEOP,wideop est une plateforme éthique de mise en relation entre photographes professionnels et particuliers/entreprises.,"4 Rue Gustave Eiffel, Rosières-prés-Troyes",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_wideop.png,https://lespepitestech.com/startup-de-la-french-tech/wideop
SHELDON SKILLS,"Plateforme SAAS carrière, qui aide les établissements scolaire à gérer les stages et l'apprentissage, à évaluer les compétences des étudiants et à faciliter le recrutement des jeunes talents.","59 Rue de l'Abondance, Lyon",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_sheldon_couleur_vecto.png,https://lespepitestech.com/startup-de-la-french-tech/sheldon-skills
KUCIBOK,"Kucibok est bien plus qu'une simple plateforme d'art en ligne - c'est une révolution dans le monde de l'art africain. En combinant l'innovation technologique avec la richesse de la créativité africaine, Kucibok offre une expérience unique .","LIBERTÉ 6, Dakar, Sénégal",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_kucibok_noir_png_2.png,https://lespepitestech.com/startup-de-la-french-tech/kucibok
OCCITABOX,La Box des producteurs de la région Occitanie,9B rue Alfred de Musset,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/occitabox-hd_0.png,https://lespepitestech.com/startup-de-la-french-tech/occitabox
VERTICALLS,The app that boosts your calls,"1 Avenue d'Ester, 87069 Limoges",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo512bleusurblanc.jpg,https://lespepitestech.com/startup-de-la-french-tech/verticalls
LILYLEARN,L’expérience de lecture la plus enrichissante que vous pouvez offrir à un enfant,102 rue de l'arquette - 14000 Caen,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/lilylearn_logo_taches_1_150.png,https://lespepitestech.com/startup-de-la-french-tech/lilylearn
HORTUSBOX,La première plateforme de paysagisme digitale en ligne,"33 Quai des Queyries, Bordeaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_rectangle_rvb.png,https://lespepitestech.com/startup-de-la-french-tech/hortusbox
EVERPING,Gérez facilement vos ordinateurs et logiciels grâce à une plateforme en ligne et une équipe d’experts IT.,"1 Cours Xavier Arnozan, Bordeaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/everping_-_logo_principal.png,https://lespepitestech.com/startup-de-la-french-tech/everping
EVERPING,Gérez facilement vos ordinateurs et logiciels grâce à une plateforme en ligne et une équipe d’experts IT.,"1 Cours Xavier Arnozan, Bordeaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/everping_-_logo_principal.png,https://lespepitestech.com/startup-de-la-french-tech/everping
HORTUSBOX,La première plateforme de paysagisme digitale en ligne,"33 Quai des Queyries, Bordeaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_rectangle_rvb.png,https://lespepitestech.com/startup-de-la-french-tech/hortusbox
SIGHTNESS,"Sightness est la solution SaaS de détection des anomalies transport par l'Intelligence Artificielle (IA). Elle répond via son offre modulaire aux trois enjeux du transport de marchandises : les coûts, la qualité de service et l’impact environnemental.","5 Rue des Mathurins, 75009 Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/sightness-logo-generique_1.png,https://lespepitestech.com/startup-de-la-french-tech/sightness
DELIVERME.CITY,"Solution de livraison pour villes ultra urbaines, 100% écologique et citoyenne qui garantit une remise en main propre sécurisée à la bonne personne où et quand elle le souhaite.","38 Rue Mozart, Clichy",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_dmc_tagline_cmjn_def_large_wb.jpg,https://lespepitestech.com/startup-de-la-french-tech/delivermecity
GYFTI,"Plateforme tout-en-un pour engager de façon originale et différenciante vos prospects, clients, partenaires et collaborateurs avec des cadeaux, cartes et box d'objets personnalisés",55 rue de la boétie,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-gyfti-300x300_0.png,https://lespepitestech.com/startup-de-la-french-tech/gyfti
JANE,Partagez votre électricité solaire simplement,"1 Imp. Gustave Courbet, Haute-Goulaine",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logocarresimplifie_bleu.png,https://lespepitestech.com/startup-de-la-french-tech/jane-0
BEBALLER,"Application dédiée aux joueurs, joueuses et fans de basket-ball","Pépinière d'entreprises de La Courneuve - La Miel, Centre Commercial Tour, La Courneuve",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/icone_beballer_couleur.png,https://lespepitestech.com/startup-de-la-french-tech/beballer
TANDEMZ,Tandemz est l'outil qui facilite l'organisation des tests et interviews utilisateurs,"33 Rue Censier, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logotype_2.png,https://lespepitestech.com/startup-de-la-french-tech/tandemz
N01ZET,L'application web3 de core-banking qui vise à créer un monde de valeur partagée en développant l'économie locale à grande échelle,"33 Rue La Fayette, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-24x-100_0.jpg,https://lespepitestech.com/startup-de-la-french-tech/n01zet
GYFTI,"Plateforme tout-en-un pour engager de façon originale et différenciante vos prospects, clients, partenaires et collaborateurs avec des cadeaux, cartes et box d'objets personnalisés",55 rue de la boétie,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-gyfti-300x300_0.png,https://lespepitestech.com/startup-de-la-french-tech/gyfti
BEBALLER,"Application dédiée aux joueurs, joueuses et fans de basket-ball","Pépinière d'entreprises de La Courneuve - La Miel, Centre Commercial Tour, La Courneuve",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/icone_beballer_couleur.png,https://lespepitestech.com/startup-de-la-french-tech/beballer
TANDEMZ,Tandemz est l'outil qui facilite l'organisation des tests et interviews utilisateurs,"33 Rue Censier, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logotype_2.png,https://lespepitestech.com/startup-de-la-french-tech/tandemz
N01ZET,L'application web3 de core-banking qui vise à créer un monde de valeur partagée en développant l'économie locale à grande échelle,"33 Rue La Fayette, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-24x-100_0.jpg,https://lespepitestech.com/startup-de-la-french-tech/n01zet
DOOMLI,"Le toiletteur de demain, à deux pas de chez vous.",Montpellier,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/2_bis.png,https://lespepitestech.com/startup-de-la-french-tech/doomli
KANTA,Logiciel Saas dédié aux professions réglementées pour automatiser la lutte anti-blanchiment,"MoHo, Rue de la Gare, Caen",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_kanta_complet.png,https://lespepitestech.com/startup-de-la-french-tech/kanta
KUDEO,Diffusez vos témoignages clients sur votre site web,"32 Rue du Faubourg Poissonnière, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/bluewhite.png,https://lespepitestech.com/startup-de-la-french-tech/kudeo
OPPCAR,"Apporte des solutions technologiques aux démarches administratives liées aux véhicules d'occasion, qui a développé Occaz, la 1ère application qui permet de réaliser sa démarche de carte grise",15 avenue du Hoggar,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_occaz_png_2.png,https://lespepitestech.com/startup-de-la-french-tech/oppcar
KNOWLEDGE AND SKILLS,Votre portail vers des présentations et des cours d'ingénierie vidéo et de recherche scientifique partagés par des ingénieurs et des scientifiques talentueux d'institutions et d'entreprises internationales,"200 Boulevard de la Résistance, Mâcon",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/transparentks.png,https://lespepitestech.com/startup-de-la-french-tech/knowledge-and-skills
EASY LEARN,"Votre Réussite, c'est la notre !",28 Av Foch,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/easy-learn-logo.png,https://lespepitestech.com/startup-de-la-french-tech/easy-learn
SMOKY,"Startup de collecte, recyclage et transformation de mégots.","30 Rue Aristide Briand, Levallois-Perret",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_smoky_noir.png,https://lespepitestech.com/startup-de-la-french-tech/smoky
HAPPYPORTEUR,Nouvelle solution de livraison Éthique et Écologique pour tous les commerces locaux,"8 Rue Diaz, Boulogne-Billancourt",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logosansfondhpp2_1.png,https://lespepitestech.com/startup-de-la-french-tech/happyporteur
EASY LEARN,"Votre Réussite, c'est la notre !",28 Av Foch,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/easy-learn-logo.png,https://lespepitestech.com/startup-de-la-french-tech/easy-learn
UPESIM,Carte eSIM UPeSIM : Internet en voyage,"44 Rue de Lisbonne, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/upesim-logo-color.png,https://lespepitestech.com/startup-de-la-french-tech/upesim
LUXURYNSIGHT,La start-up de data intelligence pour les marques de Luxe,"227 Rue Saint-Denis, 75002 Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/1607338772876_1.jpeg,https://lespepitestech.com/startup-de-la-french-tech/luxurynsight-0
NØKO FOODS,"NØKO est la première marque de nutrition sportive à développer des produits spécifiques pour les sports de combat et de haute intensité. Notre gamme est vegan, à base de microalgues et made in France.","115 Rue Nationale, Lille",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/noko_green_rvb.png,https://lespepitestech.com/startup-de-la-french-tech/noko-foods
LIBER EXPERIENCE,Première plateforme qui pimente les dégustations.,https://liberexp.fr/event/chateau-godeau/,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_liber_croped_0.png,https://lespepitestech.com/startup-de-la-french-tech/liber-experience
POOLP,micro-usines pour une fabrication additive circulaire distribuée,60b avenue Gambetta,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/poolp_logo.png,https://lespepitestech.com/startup-de-la-french-tech/poolp
CERCLE DES LANGUES,"EdTech qui propose des parcours sur-mesure d'apprentissage de l'anglais, autour de 3 piliers : des cours particuliers, des cours collectifs, et une large bibliothèque d'exercices en e-learning.",Saint-Ouen,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/copie_de_copie_de_logo-jaune-vert_4.png,https://lespepitestech.com/startup-de-la-french-tech/cercle-des-langues
STAIRWAGE,"En fonction de ses besoins, le salarié peut accéder, via l'application Stairwage, à son salaire déjà gagné dans le mois, afin d'améliorer son bien-être financier et lui éviter d'avoir son compte à découvert.",124 rue Réaumur 75002 Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_vertical_1_0.png,https://lespepitestech.com/startup-de-la-french-tech/stairwage
FRUGGR,Améliorer l’empreinte environnementale et sociale du numérique,"11 Rue Bernard Palissy, 35000 Rennes",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_fruggr_-_fond_blanc.jpg,https://lespepitestech.com/startup-de-la-french-tech/fruggr
BUBBLE PLAN,Logiciel de Planification et Gestion de projet facile et visuel,25 RUE DE L OUEST Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_bubble_plan_facebook_-_72_dpi_-_180x180.jpg,https://lespepitestech.com/startup-de-la-french-tech/bubble-plan
SPITCHE,Spitche est une solution de Community Engagement permettant aux marques de gamifier leurs interactions avec leur communauté.,"Torre Mapfre, Carrer de la Marina, 16, 08005 Barcelona, Espagne",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/spitche_logo-03_1.png,https://lespepitestech.com/startup-de-la-french-tech/spitche
SNOWBALL ESPORTS,Snowball.gg est une plateforme qui accompagne les joueurs dans leur progression sur leurs jeux vidéo compétitifs préférés.,"59 Rue de l'Abondance, Lyon",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-snowball-fonddark.png,https://lespepitestech.com/startup-de-la-french-tech/snowball-esports
FRUGGR,Améliorer l’empreinte environnementale et sociale du numérique,"11 Rue Bernard Palissy, 35000 Rennes",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_fruggr_-_fond_blanc.jpg,https://lespepitestech.com/startup-de-la-french-tech/fruggr
REFRESH SERVICES,"Votre identité visuelle repensée, votre conformité assurée","133 Rue de Saint-Gratien, Épinay-sur-Seine",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/ff_version.png,https://lespepitestech.com/startup-de-la-french-tech/refresh-services
ENOGRID,Devenez acteur de la transition énergétique avec l'autoconsommation collective,"1 Avenue du Champ de Mars, 45100 Orléans",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_enogrid_7.png,https://lespepitestech.com/startup-de-la-french-tech/enogrid-2
REVERSE SYSTEMS,Première solution en Reverse Logistique pour le réemploi de matériaux à destination des acteurs industriels,"13 Rue la Pérouse, Nantes",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_reverse_-_marque_deposee.png,https://lespepitestech.com/startup-de-la-french-tech/reverse-systems
AGENCE G.EASY,L'agence G.EASY est une agence digitale spécialisée dans la captation de lieux en 3D intérieur/extérieur et dans la création de visite virtuelle innovante.,"1 Place Pierre Mendès France, Castelnau-le-Lez",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/agence_g.easy_bleu.png,https://lespepitestech.com/startup-de-la-french-tech/agence-geasy
TOUKAN,Éditeur graphique vectoriel conçu pour le design génératif,"231 Rue Pierre et Marie Curie, Labège",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/toukan_logo_fit_1.png,https://lespepitestech.com/startup-de-la-french-tech/toukan
SERVICE POSTAL,"Site et API de production et envoi de courrier postal, en France et à l'étranger","4 Rue Edouard Branly, Trappes",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/service-postal-logo-full.png,https://lespepitestech.com/startup-de-la-french-tech/service-postal
PARTICIPATE,"plateforme innovante pour creer, organiser et diffuser tous types d'événements.",Clichy,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/whatsapp_image_2021-03-04_at_11.24.15.jpeg,https://lespepitestech.com/startup-de-la-french-tech/participate
EZYMOB,"Ezymob est une application aidant les personnes déficientes visuelles à se repérer dans les transports en commun. Afin de garantir l’accessibilité des transports à tous, nous co-construisons nos solutions avec notre communauté d’utilisateurs.","8 Avenue Jeanne d'Arc, 92160 Antony",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_ezymob_0.jpg,https://lespepitestech.com/startup-de-la-french-tech/ezymob
COGIS NETWORKS,"COGIS NETWORKS est une société éditrice de logiciels, spécialiste de la digitalisation de l'accueil.","13d Avenue Charles de Gaulle, Boissy-Saint-Léger",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_jpg_7_0.jpg,https://lespepitestech.com/startup-de-la-french-tech/cogis-networks
COGIS NETWORKS,"COGIS NETWORKS est une société éditrice de logiciels, spécialiste de la digitalisation de l'accueil.","13d Avenue Charles de Gaulle, Boissy-Saint-Léger",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_jpg_7_0.jpg,https://lespepitestech.com/startup-de-la-french-tech/cogis-networks
WIINK,"Faites de vos clients des ambassadeurs, sur tous vos réseaux sociaux, en quelques clics","4 Rue Voltaire, Nantes",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_wiink_1.png,https://lespepitestech.com/startup-de-la-french-tech/wiink
OROR,Créateur d'expérience holographique interactive,16 Quai Hippolyte Jaÿr,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/blue_black_minimalist_broken_letter_o_logo_design-5_1.png,https://lespepitestech.com/startup-de-la-french-tech/oror
FINCOME,La plateforme dédiée à l’analyse et au forecast des revenus récurrents,"14 Rue Chaptal, 92300 Levallois-Perret",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/64101fad8a2f4641ae1381bd_logo_v2-p-500_1.png,https://lespepitestech.com/startup-de-la-french-tech/fincome
SMARTPHEED,"Smartpheed valorise la collecte d'ordinateurs et de smartphones usagés tout en la rendant plus accessible, plus fluide et transparente. Nous souhaitons réinventer la collecte en entreprises et auprès des particuliers pour inciter au reconditionnement.","24 Rue du Gouverneur Général Éboué, Issy-les-Moulineaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/smartpheedf-_1_.jpg,https://lespepitestech.com/startup-de-la-french-tech/smartpheed
COFONDATEUR,Cofondateur est une plateforme de mise en relation entre des porteurs de projet et des développeurs/CTO passionné(e)s par l'entrepreneuriat qui souhaitent s'associer.,"Place Charles Hernu, Villeurbanne",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/cofondateur-logo.png,https://lespepitestech.com/startup-de-la-french-tech/cofondateur
DISHOP,Lancez en 24h votre service de livraison indépendant au travers de votre propre application mobile (iOS & Android) ou web de commande en ligne.,"38b Boulevard Victor Hugo, Nice",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/1eb38e8ebf0a21d0ab8321a4aa0a4f639258_1.png,https://lespepitestech.com/startup-de-la-french-tech/dishop
FLIM,"Flim, le moteur de recherche intelligent animé par une I.A. et indexé sur une base de données d’images HD de cinéma.","144 Rue de Crimée, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_flim.png,https://lespepitestech.com/startup-de-la-french-tech/flim
SILVR,Réinvente la manière dont les entreprises du numérique se financent.,"33 Rue La Fayette, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-hd-1_0.png,https://lespepitestech.com/startup-de-la-french-tech/silvr
MY LITTLE PRESSING,Votre pressing à domicile sur Lyon et ses alentours !,"169 Avenue Charles de Gaulle, Tassin-la-Demi-Lune",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_my_little_pressing_fond_transparent_0.png,https://lespepitestech.com/startup-de-la-french-tech/my-little-pressing
UNSAID,Startup dans l'analyse de sentiments afin d'améliorer la satisfaction client,"229 Rue Saint-Honoré, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/unsaid_light.png,https://lespepitestech.com/startup-de-la-french-tech/unsaid
SAIKLE,"La sélection de vélos beaux et prêts à rouler, restaurés par des experts vérifiés.",97 boulevard Voltaire,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/saikleblack.png,https://lespepitestech.com/startup-de-la-french-tech/saikle
MOKA.CARE,moka.care démocratise la santé mentale en entreprise en permettant à chaque collaborateur de prendre soin de son mental de façon simple et positive,"19 Boulevard Poissonnière, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/mini_logo_rond.png,https://lespepitestech.com/startup-de-la-french-tech/mokacare
ENKY,"Le mobilier par abonnement, pour les entreprises, l'hôtellerie et l'immobilier locatif. Enky ouvre la voie vers une nouveau mode de consommation du mobilier, en misant sur l'accessibilité de la qualité, la flexibilité, et la circularité.","231 avenue Louise, 1050 Bruxelles, Belgique",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/enky_logotype_horizontal_intenseblue_2.png,https://lespepitestech.com/startup-de-la-french-tech/enky
ERNESTOR,L'assistant idéal pour l'aide à domicile !,Square lieutenant colonel carmi 83000 Toulon,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/1.ernestor-logo-noirjaune.jpg,https://lespepitestech.com/startup-de-la-french-tech/ernestor
SHERLOCK,"Application immobilière engagée pour un immobilier plus juste, plus équitable et plus transparent.","1306 Chemin du Champ de Lière, Rillieux-la-Pape",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/sherlock-logo-principal-noir2x.png,https://lespepitestech.com/startup-de-la-french-tech/sherlock
WITIK,La plus vaste plateforme Saas européenne de conformité responsable en matière d’éthique et de protection des données.,"21 Rue de la Banque, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/witik_main_logo_small_0.png,https://lespepitestech.com/startup-de-la-french-tech/witik
FRIDAA.,La super app pour votre crédit immobilier,"2 Rue du Couvent, Bordeaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/icon-fridaa-light_yellow.jpg,https://lespepitestech.com/startup-de-la-french-tech/fridaa
MY LITTLE PRESSING,Votre pressing à domicile sur Lyon et ses alentours !,"169 Avenue Charles de Gaulle, Tassin-la-Demi-Lune",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_my_little_pressing_fond_transparent_0.png,https://lespepitestech.com/startup-de-la-french-tech/my-little-pressing
MAFIAFOOT,"Créez votre équipe, Rejoignez une mafia, Construisez votre empire. Notre ambition est de faire passer le jeu de gestion de football à un niveau supérieur : un gameplay passionnant et addictif.",Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/mff-logo-black-fond-trans-200x200.png,https://lespepitestech.com/startup-de-la-french-tech/mafiafoot
FLOWLITY,"Flowlity est une solution de planification de la supply chain basée sur l'Intelligence Artificielle, permettant d'optimiser les stocks grâce un positionnement unique de tiers de confiance.","96bis Boulevard Raspail, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/flowlity-logo-rvb_0.png,https://lespepitestech.com/startup-de-la-french-tech/flowlity
COMPAR'ÉTUDES,Le premier et unique comparateur de prestations environnementales,"19 Rue du Musée, Marseille",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-compar-etudes-blanc_-_inpi.jpg,https://lespepitestech.com/startup-de-la-french-tech/comparetudes
SHARIT AND STREAM,Plateforme de partage d'abonnements streaming,"55-56 Quai Alphonse le Gallo, 92100 Boulogne-Billancourt",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_noir_v4.png,https://lespepitestech.com/startup-de-la-french-tech/sharit-and-stream
ZOOMER,L'assistant intelligent qui répond à vos questions data.,"11 Rue d'Anjou, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_zoomer.png,https://lespepitestech.com/startup-de-la-french-tech/zoomer
SHARIT AND STREAM,Plateforme de partage d'abonnements streaming,"55-56 Quai Alphonse le Gallo, 92100 Boulogne-Billancourt",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_noir_v4.png,https://lespepitestech.com/startup-de-la-french-tech/sharit-and-stream
FLOWLITY,"Flowlity est une solution de planification de la supply chain basée sur l'Intelligence Artificielle, permettant d'optimiser les stocks grâce un positionnement unique de tiers de confiance.","96bis Boulevard Raspail, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/flowlity-logo-rvb_0.png,https://lespepitestech.com/startup-de-la-french-tech/flowlity
COUTEAUXDUCHEF.COM,Nous améliorons le confort des cuisiniers passionnés et professionnels en leur proposant une large offre de couteaux et ustensiles de cuisine !,"245 allée Louis Blériot, Résidence Mandelieu 2000 - ZI les Tourrades",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-cdc-sur-fond-blanc.jpg,https://lespepitestech.com/startup-de-la-french-tech/couteauxduchefcom-0
NOOCO,Nooco c'est la plateforme logicielle Saas qui s'adresse aux entreprises de travaux du bâtiment et de la ville pour leur permettre de mesurer et d'optimiser l'impact carbone de leurs projet rapidement avec fiabilité et sans expertise prérequise,"260 Rue du Faubourg Saint-Martin, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/nooco_logo_exe_rvb.png,https://lespepitestech.com/startup-de-la-french-tech/nooco
MINDSET FINANCE,Cabinet de conseil financier opérationnel et de direction financière externalisée,"53 Boulevard Victor Hugo, 92200 Neuilly-sur-Seine",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_mindset_4.png,https://lespepitestech.com/startup-de-la-french-tech/mindset-finance
MYRMOO,Myrmoo t’aide à construire ton épargne de A à Z,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_violet.png,https://lespepitestech.com/startup-de-la-french-tech/myrmoo
SCLÉPIOS IA,L'IA pour la santé,"70 Rue du Docteur Yersin, Loos",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo180.png,https://lespepitestech.com/startup-de-la-french-tech/sclepios-ia
KR SOCIETY- MON A.G.I.L,"Mon A.G.I.L est une application web et mobile facilitant le contrôle de sa gestion immobilière. Vous souhaitez de l’assistance pour gérer vos biens, accédez à un ensemble de prestation de gestion locative à la carte avec Mon A.G.I.L.","41 Rue de Paris, Franconville",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/agil-lonelogo-blue_0.png,https://lespepitestech.com/startup-de-la-french-tech/kr-society-mon-agil
RZILIENT,"Rzilient : partenaire green iT des entreprises. Simplifiez la gestion de votre parc informatique, et adoptez du matériel iT reconditionné. ♻️","4 Rue de la République, Lyon",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/rzilient_logogreen.png,https://lespepitestech.com/startup-de-la-french-tech/rzilient
